Player,Year,Date,Home.Away,Opp,Opp Division,Rslt,Days.Rested,IP,ER,SO,BF,Pit,Str,aLI,RE24,Team.W.L,Num.W.L
Mike Clevinger,2018,Jul 22,Away,TEX,AL West,L0-5,7,6.2,2,7,27,102,60,0.99,1.69,L,0
Mike Clevinger,2018,Jul 28,Away,DET,AL Central,L1-2,5,5,2,8,21,78,54,1,0.64,L,0
Mike Clevinger,2018,Aug 3,Home,LAA,AL West,L4-7,5,6,3,6,24,97,71,0.91,0.16,L,0
Mike Clevinger,2018,Aug 8,Home,MIN,AL Central,W5-2,4,7,1,5,26,95,63,1.22,2.69,W,1
Mike Clevinger,2018,Aug 13,Away,CIN,NL Central,W10-3,4,5,2,4,25,101,54,1.48,0.47,W,1
Mike Clevinger,2018,Aug 19,Home,BAL,AL East,W8-0,5,6,0,7,24,104,67,0.97,3.16,W,1
Mike Clevinger,2018,Aug 24,Away,KCR,AL Central,L4-5,4,6,3,8,24,105,64,0.77,0.07,L,0
Mike Clevinger,2018,Aug 30,Home,MIN,AL Central,W5-3,5,6.2,0,9,26,114,70,0.91,1.45,W,1
Mike Clevinger,2018,Sep 4,Home,KCR,AL Central,W9-3,4,6,1,10,22,96,65,0.6,2.16,W,1
Mike Clevinger,2018,Sep 9,Away,TOR,AL East,L2-6,4,6,3,9,24,108,69,0.68,0.01,L,0
Mike Clevinger,2018,Sep 15,Home,DET,AL Central,W15-0,5,6,0,5,21,91,55,0.21,3.16,W,1
Mike Clevinger,2018,Sep 22,Home,BOS,AL East,W5-4,6,5,2,6,24,103,56,1.12,0.64,W,1
Mike Clevinger,2018,Sep 28,Away,KCR,AL Central,W14-6,5,6.2,1,5,23,101,66,0.82,3.25,W,1
Corey Kluber,2018,Mar 29,Away,SEA,AL West,L1-2,99,8,2,8,29,91,66,0.57,1.84,L,0
Corey Kluber,2018,Apr 4,Away,LAA,AL West,L2-3,5,7,2,6,25,96,64,1.01,1.51,L,0
Corey Kluber,2018,Apr 9,Home,DET,AL Central,W2-0,4,8,0,13,27,103,72,0.9,4.22,W,1
Corey Kluber,2018,Apr 17,Away,MIN,AL Central,W6-1,7,6.2,1,6,28,104,69,1.1,2.29,W,1
Corey Kluber,2018,Apr 22,Away,BAL,AL East,W7-3,4,7,3,4,26,98,66,0.99,0.12,W,1
Corey Kluber,2018,Apr 27,Home,SEA,AL West,W6-5,4,8.2,3,10,32,116,79,0.51,2.5,W,1
Corey Kluber,2018,May 2,Home,TEX,AL West,W12-4,4,7,3,6,26,99,65,0.29,0.69,W,1
Corey Kluber,2018,May 8,Away,MIL,NL Central,L2-3,5,6,3,4,24,95,59,0.81,-0.04,L,0
Corey Kluber,2018,May 13,Home,KCR,AL Central,W11-2,4,7,0,4,29,97,69,0.38,1.69,W,1
Corey Kluber,2018,May 19,Away,HOU,AL West,W5-4,5,7,2,10,27,110,72,0.81,1.54,W,1
Corey Kluber,2018,May 25,Home,HOU,AL West,L2-11,5,6.1,0,7,26,103,71,1.21,2.08,L,0
Corey Kluber,2018,May 30,Home,CHW,AL Central,W9-1,4,6,0,10,20,90,61,0.5,3.16,W,1
Corey Kluber,2018,Jun 5,Home,MIL,NL Central,W3-2,5,7,1,7,27,112,74,0.99,2.69,W,1
Corey Kluber,2018,Jun 10,Away,DET,AL Central,W9-2,4,8,2,8,29,106,76,0.72,2.22,W,1
Corey Kluber,2018,Jun 15,Home,MIN,AL Central,L3-6,4,5,4,3,19,65,41,0.68,-1.37,L,0
Corey Kluber,2018,Jun 20,Home,CHW,AL Central,W12-0,4,7,0,7,22,96,65,0.5,3.69,W,1
Corey Kluber,2018,Jun 26,Away,STL,NL Central,L2-11,5,1.2,6,2,12,48,31,1.45,-5.16,L,0
Corey Kluber,2018,Jul 2,Away,KCR,AL Central,W9-3,5,6,3,5,25,99,63,0.56,0.07,W,1
Corey Kluber,2018,Jul 7,Home,OAK,AL West,L3-6,4,7,0,3,27,102,63,1.05,3.69,L,0
Corey Kluber,2018,Jul 12,Home,NYY,AL East,L4-7,4,7.1,6,9,32,114,72,1.24,-1.49,L,0
Corey Kluber,2018,Jul 23,Home,PIT,NL Central,L0-7,10,4,3,2,22,72,49,0.73,-4.89,L,0
Corey Kluber,2018,Jul 29,Away,DET,AL Central,W8-1,5,7.1,1,5,27,94,70,0.8,2.67,W,1
Corey Kluber,2018,Aug 4,Home,LAA,AL West,W3-0,5,9,0,7,32,98,64,0.92,4.74,W,1
Corey Kluber,2018,Aug 9,Home,MIN,AL Central,W5-4,4,7,4,7,27,117,77,1.01,-0.31,W,1
Corey Kluber,2018,Aug 14,Away,CIN,NL Central,W8-1,4,7,1,7,26,96,60,0.24,2.45,W,1
Corey Kluber,2018,Aug 20,Away,BOS,AL East,W5-4,5,6.1,3,6,28,108,65,0.79,0.44,W,1
Corey Kluber,2018,Aug 25,Away,KCR,AL Central,L1-7,4,5.1,5,6,25,88,57,0.93,-2.86,L,0
Corey Kluber,2018,Aug 31,Home,TBR,AL East,W3-0,5,7,0,8,24,109,70,1.12,3.69,W,1
Corey Kluber,2018,Sep 5,Home,KCR,AL Central,W3-1,4,6.2,1,10,23,105,68,1.03,2.45,W,1
Corey Kluber,2018,Sep 10,Away,TBR,AL East,L5-6,4,1.2,4,4,12,55,31,0.96,-3.78,L,0
Corey Kluber,2018,Sep 18,Home,CHW,AL Central,W5-3,7,8,3,11,34,107,75,1.07,1.22,W,1
Corey Kluber,2018,Sep 24,Away,CHW,AL Central,W4-0,5,7,0,11,26,108,75,1.09,3.51,W,1
Corey Kluber,2018,Sep 29,Away,KCR,AL Central,L4-9,4,5,3,6,24,80,59,1.34,-0.44,L,0
Mike Clevinger,2017,May 7,Away,KCR,AL Central,W1-0,99,5.2,0,5,21,91,50,1.21,3.09,W,1
Mike Clevinger,2017,May 13,Home,MIN,AL Central,L1-4,5,4.1,3,5,19,86,49,1.04,-0.77,L,0
Mike Clevinger,2017,May 20,Away,HOU,AL West,W3-0,3,7,0,8,24,106,66,1.02,3.09,W,1
Mike Clevinger,2017,May 26,Home,KCR,AL Central,L4-6,5,5,4,6,24,83,57,0.96,-1.6,L,0
Mike Clevinger,2017,May 31,Home,OAK,AL West,L1-3,4,6.2,3,7,26,108,68,0.83,0.81,L,0
Mike Clevinger,2017,Jun 6,Away,COL,NL West,L3-11,5,4,5,6,18,76,45,0.81,-2.58,L,0
Mike Clevinger,2017,Jun 17(2),Away,MIN,AL Central,W6-2,10,4,1,4,15,71,44,1.01,1.11,W,1
Mike Clevinger,2017,Jun 22,Away,BAL,AL East,W6-3,4,5,2,4,24,100,56,1.47,0.56,W,1
Mike Clevinger,2017,Jun 27,Home,TEX,AL West,L1-2,4,6,1,9,21,102,61,1.08,2.36,L,0
Mike Clevinger,2017,Jul 2,Away,DET,AL Central,W11-8,4,6,1,7,25,99,60,0.82,2.2,W,1
Mike Clevinger,2017,Jul 8,Home,DET,AL Central,W4-0,5,6,0,4,22,96,54,1.01,3.36,W,1
Mike Clevinger,2017,Jul 18,Away,SFG,NL West,L1-2,9,6,0,7,23,100,61,1.15,2.04,L,0
Mike Clevinger,2017,Jul 25,Home,LAA,AL West,W11-7,6,4.1,5,5,24,97,54,0.79,-3.5,W,1
Mike Clevinger,2017,Jul 31,Away,BOS,AL East,L2-6,5,3,5,2,19,64,35,0.89,-3.84,L,0
Mike Clevinger,2017,Aug 12,Away,TBR,AL East,W3-0,5,7,0,9,24,98,64,1.02,3.55,W,1
Mike Clevinger,2017,Aug 21,Home,BOS,AL East,W5-4,3,4.1,4,4,22,81,48,1.1,-1.5,W,1
Mike Clevinger,2017,Aug 26,Home,KCR,AL Central,W4-0,4,6,0,9,24,106,67,1.17,3.36,W,1
Mike Clevinger,2017,Sep 1(2),Away,DET,AL Central,W10-0,5,6,0,6,22,95,56,0.6,3.2,W,1
Mike Clevinger,2017,Sep 8,Home,BAL,AL East,W5-0,6,6,0,7,23,98,58,0.76,3.36,W,1
Mike Clevinger,2017,Sep 13,Home,DET,AL Central,W5-3,4,5.2,1,6,25,98,64,1.06,0.11,W,1
Mike Clevinger,2017,Sep 19,Away,LAA,AL West,W6-3,5,6,1,6,20,92,59,1.39,2.07,W,1
Carlos Carrasco,2017,Apr 4,Away,TEX,AL West,W4-3,99,5.2,2,7,22,78,53,1,1.37,W,1
Carlos Carrasco,2017,Apr 11,Home,CHW,AL Central,W2-1,6,7,1,7,24,95,61,1.06,2.92,W,1
Carlos Carrasco,2017,Apr 16,Home,DET,AL Central,L1-4,4,6.2,2,5,27,102,59,0.83,1.67,L,0
Carlos Carrasco,2017,Apr 22,Away,CHW,AL Central,W7-0,5,8,0,8,27,106,73,0.62,4.1,W,1
Carlos Carrasco,2017,Apr 28,Home,SEA,AL West,L1-3,5,8,3,7,28,106,75,0.76,1.48,L,0
Carlos Carrasco,2017,May 3,Away,DET,AL Central,W3-2,4,6,2,5,23,91,60,1.16,1.2,W,1
Carlos Carrasco,2017,May 9,Away,TOR,AL East,W6-0,5,7,0,7,23,97,64,0.97,3.74,W,1
Carlos Carrasco,2017,May 15,Home,TBR,AL East,W8-7,5,3.2,5,6,20,75,41,1,-2.23,W,1
Carlos Carrasco,2017,May 23,Away,CIN,NL Central,W8-7,7,6.1,4,6,29,104,62,0.97,0.11,W,1
Carlos Carrasco,2017,May 29,Home,OAK,AL West,W5-3,5,7,2,7,26,101,69,0.66,1.92,W,1
Carlos Carrasco,2017,Jun 3,Away,KCR,AL Central,L5-12,4,4.1,5,3,20,77,47,1.19,-2.04,L,0
Carlos Carrasco,2017,Jun 11,Home,CHW,AL Central,W4-2,7,5.1,2,4,23,85,56,1.07,0.63,W,1
Carlos Carrasco,2017,Jun 16,Away,MIN,AL Central,W8-1,4,6.1,1,7,25,113,64,0.61,2.15,W,1
Carlos Carrasco,2017,Jun 21,Away,BAL,AL East,W5-1,4,6,0,10,24,95,64,1.02,1.23,W,1
Carlos Carrasco,2017,Jun 26,Home,TEX,AL West,W15-9,4,3.1,8,7,18,78,46,0.56,-6.06,W,1
Carlos Carrasco,2017,Jul 1(2),Away,DET,AL Central,W4-1,4,7,1,7,28,114,75,0.91,2.74,W,1
Carlos Carrasco,2017,Jul 7,Home,DET,AL Central,W11-2,5,7,2,11,27,97,71,0.85,1.92,W,1
Carlos Carrasco,2017,Jul 14,Away,OAK,AL West,L0-5,6,6.1,5,10,27,96,62,0.57,-1.44,L,0
Carlos Carrasco,2017,Jul 19,Away,SFG,NL West,L4-5,4,6,2,6,25,106,63,1.36,1.04,L,0
Carlos Carrasco,2017,Jul 26,Home,LAA,AL West,W10-4,6,6.1,2,5,26,99,64,1.2,1.19,W,1
Carlos Carrasco,2017,Aug 1,Away,BOS,AL East,L10-12,5,1.2,5,1,13,56,33,1.08,-4.36,L,0
Carlos Carrasco,2017,Aug 6,Home,NYY,AL East,L1-8,4,5.2,5,6,25,97,62,1.5,-1.03,L,0
Carlos Carrasco,2017,Aug 11,Away,TBR,AL East,W5-0,4,8,0,10,28,106,73,0.5,4.05,W,1
Carlos Carrasco,2017,Aug 17(1),Away,MIN,AL Central,W9-3,5,5,1,9,20,94,62,1.44,1.64,W,1
Carlos Carrasco,2017,Aug 22,Home,BOS,AL East,L1-9,4,6.2,6,6,30,103,72,0.76,-2.43,L,0
Carlos Carrasco,2017,Aug 27,Home,KCR,AL Central,W12-0,4,7,0,8,26,83,62,0.25,3.92,W,1
Carlos Carrasco,2017,Sep 1(1),Away,DET,AL Central,W3-2,4,7,1,8,27,103,68,1.24,2.74,W,1
Carlos Carrasco,2017,Sep 6,Away,CHW,AL Central,W5-1,4,9,1,9,28,97,76,0.84,3.61,W,1
Carlos Carrasco,2017,Sep 11,Home,DET,AL Central,W11-0,4,6,0,9,26,92,64,0.68,3.36,W,1
Carlos Carrasco,2017,Sep 16,Home,KCR,AL Central,W8-4,4,6.2,4,5,28,101,70,0.92,-0.33,W,1
Carlos Carrasco,2017,Sep 23,Away,SEA,AL West,W11-4,6,5.2,1,6,24,99,62,1.01,1.68,W,1
Carlos Carrasco,2017,Sep 28,Home,MIN,AL Central,W5-2,4,8.1,0,14,31,112,79,1.07,4.74,W,1
Trevor Bauer,2017,Apr 8,Away,ARI,NL West,L2-11,99,5.2,4,7,23,102,61,1.06,-0.04,L,0
Trevor Bauer,2017,Apr 14,Home,DET,AL Central,L6-7,5,5,6,6,25,111,70,0.88,-3.2,L,0
Trevor Bauer,2017,Apr 20,Away,MIN,AL Central,W6-2,5,6.1,2,7,25,110,65,1.08,1.42,W,1
Trevor Bauer,2017,Apr 26,Home,HOU,AL West,W7-6,5,6,4,8,25,108,64,0.91,-0.64,W,1
Trevor Bauer,2017,May 1,Away,DET,AL Central,L1-7,4,4,7,3,23,93,50,0.6,-4.36,L,0
Trevor Bauer,2017,May 8,Away,TOR,AL East,L2-4,6,6,4,6,25,125,77,0.55,-0.8,L,0
Trevor Bauer,2017,May 14,Home,MIN,AL Central,W8-3,5,6,3,7,24,106,70,0.39,0.36,W,1
Trevor Bauer,2017,May 19,Away,HOU,AL West,W5-3,4,5.2,3,9,23,102,64,0.88,-0.12,W,1
Trevor Bauer,2017,May 24,Home,CIN,NL Central,L3-4,4,5.1,2,6,23,94,57,1.23,1.06,L,0
Trevor Bauer,2017,May 30,Home,OAK,AL West,W9-4,5,7,3,14,28,113,77,0.86,0.92,W,1
Trevor Bauer,2017,Jun 4,Away,KCR,AL Central,W8-0,4,1.2,0,0,7,28,16,0.95,0.61,W,1
Trevor Bauer,2017,Jun 7,Away,COL,NL West,L1-8,2,3.1,4,3,19,86,49,1.35,-3.1,L,0
Trevor Bauer,2017,Jun 13,Home,LAD,NL West,L5-7,5,5.2,2,5,26,108,63,1.08,0.55,L,0
Trevor Bauer,2017,Jun 18,Away,MIN,AL Central,W5-2,4,7,2,8,26,105,72,0.94,1.31,W,1
Trevor Bauer,2017,Jun 23,Home,MIN,AL Central,L0-5,4,6.2,4,4,28,111,73,0.5,-1.33,L,0
Trevor Bauer,2017,Jun 28,Home,TEX,AL West,W5-3,4,6.1,1,3,24,103,61,0.99,2.62,W,1
Trevor Bauer,2017,Jul 5,Home,SDP,NL West,L2-6,6,5,3,7,26,107,62,1.34,-2.22,L,0
Trevor Bauer,2017,Jul 16,Away,OAK,AL West,L3-7,10,0.2,4,2,8,43,24,1.81,-4,L,0
Trevor Bauer,2017,Jul 21,Home,TOR,AL East,W13-3,4,5,3,6,24,112,63,1.06,-0.2,W,1
Trevor Bauer,2017,Jul 27,Home,LAA,AL West,W2-1,5,8,1,6,30,116,77,1.45,3.48,W,1
Trevor Bauer,2017,Aug 4,Home,NYY,AL East,W7-2,7,7,1,7,29,114,67,0.81,2.92,W,1
Trevor Bauer,2017,Aug 9,Home,COL,NL West,L2-3,4,7,1,9,28,105,72,1.22,2.53,L,0
Trevor Bauer,2017,Aug 14,Away,BOS,AL East,W7-3,4,6.2,3,11,28,116,70,0.9,0.63,W,1
Trevor Bauer,2017,Aug 19,Away,KCR,AL Central,W5-0,1,6.1,0,4,27,105,64,0.86,3.18,W,1
Trevor Bauer,2017,Aug 24,Home,BOS,AL East,W13-6,4,5.1,4,8,24,104,59,0.88,-1.21,W,1
Trevor Bauer,2017,Aug 30(1),Away,NYY,AL East,W2-1,5,6,1,4,26,109,64,1.36,2.3,W,1
Trevor Bauer,2017,Sep 4,Away,CHW,AL Central,W5-3,4,6.1,2,9,24,97,59,1.04,1.32,W,1
Trevor Bauer,2017,Sep 10,Home,BAL,AL East,W3-2,5,6.1,2,7,24,110,67,1.16,1.62,W,1
Trevor Bauer,2017,Sep 15,Home,KCR,AL Central,L3-4,4,5.1,4,6,26,98,66,1.15,-0.21,L,0
Trevor Bauer,2017,Sep 22,Away,SEA,AL West,L1-3,6,7,1,6,26,116,70,1.25,2.51,L,0
Trevor Bauer,2017,Sep 29,Home,CHW,AL Central,W10-1,6,6,1,7,22,80,49,0.27,2.36,W,1
Corey Kluber,2017,Apr 3,Away,TEX,AL West,W8-5,99,6,5,6,26,109,67,0.69,-1.51,W,1
Corey Kluber,2017,Apr 9,Away,ARI,NL West,L2-3,5,6,2,4,25,90,61,0.76,0.35,L,0
Corey Kluber,2017,Apr 15,Home,DET,AL Central,W13-6,5,6.1,6,8,29,107,71,0.59,-1.05,W,1
Corey Kluber,2017,Apr 21,Away,CHW,AL Central,W3-0,5,9,0,9,29,110,73,0.93,4.61,W,1
Corey Kluber,2017,Apr 27,Home,HOU,AL West,W4-3,5,7,3,10,32,105,72,1.16,0.92,W,1
Corey Kluber,2017,May 2,Away,DET,AL Central,L2-5,4,3,5,4,17,55,38,0.87,-3.4,L,0
Corey Kluber,2017,Jun 1,Home,OAK,AL West,W8-0,29,6,0,10,20,77,51,1.02,3.36,W,1
Corey Kluber,2017,Jun 9,Home,CHW,AL Central,W7-3,7,6,3,8,26,98,68,1.2,0.36,W,1
Corey Kluber,2017,Jun 14,Home,LAD,NL West,L4-6,4,7,2,10,26,106,71,0.86,1.92,L,0
Corey Kluber,2017,Jun 19,Away,BAL,AL East,W12-0,4,9,0,11,30,108,80,0.29,4.61,W,1
Corey Kluber,2017,Jun 24,Home,MIN,AL Central,L2-4,4,7,0,13,27,106,73,0.89,1.92,L,0
Corey Kluber,2017,Jun 29,Home,TEX,AL West,W5-1,4,8,1,12,27,111,78,0.8,3.48,W,1
Corey Kluber,2017,Jul 4,Home,SDP,NL West,L0-1,4,8,1,10,29,107,73,1.12,3.48,L,0
Corey Kluber,2017,Jul 9,Home,DET,AL Central,L3-5,4,5,1,8,21,101,61,1.14,1.8,L,0
Corey Kluber,2017,Jul 15,Away,OAK,AL West,L3-5,5,7.1,3,12,27,106,72,1.06,0.74,L,0
Corey Kluber,2017,Jul 23,Home,TOR,AL East,W8-1,7,7.2,1,14,29,120,81,0.62,3.23,W,1
Corey Kluber,2017,Jul 29,Away,CHW,AL Central,W5-4,5,6.1,4,12,30,98,72,1.31,-1.61,W,1
Corey Kluber,2017,Aug 3,Home,NYY,AL East,W5-1,4,9,1,11,30,106,72,0.76,4.04,W,1
Corey Kluber,2017,Aug 8,Home,COL,NL West,W4-1,4,9,1,11,29,116,78,0.83,4.04,W,1
Corey Kluber,2017,Aug 13,Away,TBR,AL East,W4-3,4,7,3,9,27,100,66,1.11,0.55,W,1
Corey Kluber,2017,Aug 18,Away,KCR,AL Central,W10-1,4,5.1,1,4,22,74,47,0.74,1.26,W,1
Corey Kluber,2017,Aug 23,Home,BOS,AL East,L1-6,4,7.2,2,12,29,114,75,0.94,2.01,L,0
Corey Kluber,2017,Aug 28,Away,NYY,AL East,W6-2,4,8,2,7,29,110,72,1.02,2.39,W,1
Corey Kluber,2017,Sep 2,Away,DET,AL Central,W5-2,4,8,1,7,31,114,84,0.73,3.27,W,1
Corey Kluber,2017,Sep 7,Away,CHW,AL Central,W11-2,4,7,2,13,25,96,67,0.43,1.59,W,1
Corey Kluber,2017,Sep 12,Home,DET,AL Central,W2-0,4,9,0,8,30,113,77,1.12,5.04,W,1
Corey Kluber,2017,Sep 17,Home,KCR,AL Central,W3-2,4,7,0,9,26,99,76,1.27,3.92,W,1
Corey Kluber,2017,Sep 24,Away,SEA,AL West,W4-2,6,7,0,10,29,108,72,1.23,1.51,W,1
Corey Kluber,2017,Sep 30,Home,CHW,AL Central,L1-2,5,5,1,3,20,81,57,0.93,1.8,L,0
Josh Tomlin,2017,Apr 7,Away,ARI,NL West,L3-7,99,4.2,6,6,22,81,56,1.31,-2.46,L,0
Josh Tomlin,2017,Apr 13,Home,CHW,AL Central,L4-10,5,1.2,7,0,14,42,27,0.75,-6.23,L,0
Josh Tomlin,2017,Apr 18,Away,MIN,AL Central,W11-4,4,6,3,2,25,85,55,0.86,0.17,W,1
Josh Tomlin,2017,Apr 25,Home,HOU,AL West,L2-4,6,6,3,6,26,100,68,1.15,0.36,L,0
Josh Tomlin,2017,Apr 30,Home,SEA,AL West,W12-4,4,5,4,3,22,86,54,0.51,-1.22,W,1
Josh Tomlin,2017,May 6,Away,KCR,AL Central,W3-1,5,7,1,3,23,76,56,0.78,2.74,W,1
Josh Tomlin,2017,May 12,Home,MIN,AL Central,L0-1,5,8,1,7,29,105,69,0.87,3.48,L,0
Josh Tomlin,2017,May 17,Home,TBR,AL East,L4-7,4,2.1,6,5,14,51,36,0.85,-4.05,L,0
Josh Tomlin,2017,May 22,Away,CIN,NL Central,L1-5,4,6.1,4,4,27,76,57,0.8,-0.77,L,0
Josh Tomlin,2017,May 28,Home,KCR,AL Central,W10-1,5,9,1,3,32,111,79,0.56,4.04,W,1
Josh Tomlin,2017,Jun 2,Away,KCR,AL Central,L0-4,4,7.1,3,5,29,93,66,0.92,0.99,L,0
Josh Tomlin,2017,Jun 10,Home,CHW,AL Central,L3-5,7,2.2,3,0,16,54,37,0.94,-2.96,L,0
Josh Tomlin,2017,Jun 15,Home,LAD,NL West,W12-5,4,5,4,7,24,99,60,0.76,-1.83,W,1
Josh Tomlin,2017,Jun 20,Away,BAL,AL East,L5-6,4,4.2,5,5,22,85,60,0.92,-2.67,L,0
Josh Tomlin,2017,Jun 25,Home,MIN,AL Central,L0-4,4,5.2,4,5,28,96,57,0.85,-1.11,L,0
Josh Tomlin,2017,Jul 1(1),Away,DET,AL Central,L4-7,5,4.2,4,3,23,82,48,1.06,-1.67,L,0
Josh Tomlin,2017,Jul 6,Home,SDP,NL West,W11-2,4,7,2,6,25,96,74,0.6,1.53,W,1
Josh Tomlin,2017,Jul 17,Away,SFG,NL West,W5-3,10,7.1,3,5,26,79,52,1.1,0.79,W,1
Josh Tomlin,2017,Jul 24,Home,CIN,NL Central,W6-2,6,6,2,6,22,72,49,0.87,1.36,W,1
Josh Tomlin,2017,Jul 30,Away,CHW,AL Central,L1-3,5,4,0,5,13,56,35,0.84,2.05,L,0
Josh Tomlin,2017,Sep 3,Away,DET,AL Central,W11-1,34,5.2,1,2,21,74,52,0.79,1.96,W,1
Josh Tomlin,2017,Sep 9,Home,BAL,AL East,W4-2,5,5,2,3,19,78,54,0.88,0.8,W,1
Josh Tomlin,2017,Sep 14,Home,KCR,AL Central,W3-2,4,5.2,2,4,22,79,55,1.24,1.02,W,1
Josh Tomlin,2017,Sep 20,Away,LAA,AL West,W6-5,5,5.1,2,5,22,83,57,1.22,0.8,W,1
Josh Tomlin,2017,Sep 26,Home,MIN,AL Central,L6-8,5,3.2,4,3,19,76,52,1.07,-2.3,L,0
Josh Tomlin,2017,Oct 1,Home,CHW,AL Central,W3-1,4,5.1,1,6,20,73,52,0.92,1.79,W,1
Danny Salazar,2016,Apr 8,Away,CHW,AL Central,W7-1,99,5.1,1,7,21,94,52,0.51,1.41,W,1
Danny Salazar,2016,Apr 14,Away,TBR,AL East,W6-0,5,6,0,9,23,103,66,1.04,2.89,W,1
Danny Salazar,2016,Apr 20,Home,SEA,AL West,L1-2,5,7,2,7,28,114,70,1.01,1.88,L,0
Danny Salazar,2016,Apr 25,Away,MIN,AL Central,L3-4,4,4.2,3,3,21,101,53,1.07,0.1,L,0
Danny Salazar,2016,May 1,Away,PHI,NL East,L1-2,5,7,2,8,24,102,67,0.75,1.44,L,0
Danny Salazar,2016,May 6,Home,KCR,AL Central,W7-1,4,7.2,0,9,27,106,74,0.45,4.31,W,1
Danny Salazar,2016,May 11,Away,HOU,AL West,L3-5,4,5,1,10,25,106,54,1.45,1.39,L,0
Danny Salazar,2016,May 17,Home,CIN,NL Central,W13-1,5,7.1,1,8,28,95,67,0.44,2.71,W,1
Danny Salazar,2016,May 22,Away,BOS,AL East,L2-5,4,4.1,4,6,24,109,69,1.02,-1.87,L,0
Danny Salazar,2016,May 28,Home,BAL,AL East,W11-4,5,6,2,5,26,107,69,0.5,1.32,W,1
Danny Salazar,2016,Jun 3,Home,KCR,AL Central,W6-1,5,8,1,9,30,113,70,0.84,3.43,W,1
Danny Salazar,2016,Jun 12,Away,LAA,AL West,W8-3,8,5.2,1,8,22,102,62,0.72,1.79,W,1
Danny Salazar,2016,Jun 18,Home,CHW,AL Central,W13-2,5,6.2,2,7,26,108,70,0.23,1.76,W,1
Danny Salazar,2016,Jun 24,Away,DET,AL Central,W7-5,5,5.2,3,3,25,100,57,0.81,-0.19,W,1
Danny Salazar,2016,Jun 29,Away,ATL,NL East,W3-0,4,7,0,8,25,98,70,1.07,3.4,W,1
Danny Salazar,2016,Jul 4,Home,DET,AL Central,W5-3,4,5.2,3,6,25,99,64,1.12,-0.14,W,1
Danny Salazar,2016,Jul 9,Home,NYY,AL East,L6-7,4,5.2,6,5,27,112,76,1.18,-0.49,L,0
Danny Salazar,2016,Jul 19,Away,KCR,AL Central,W7-3,9,6.2,2,7,29,104,68,0.83,0.26,W,1
Danny Salazar,2016,Jul 26,Home,WSN,NL East,W7-6,6,4,4,5,19,85,54,0.89,-2.18,W,1
Danny Salazar,2016,Aug 1,Home,MIN,AL Central,L5-12,5,2,6,3,13,55,31,0.86,-4.29,L,0
Danny Salazar,2016,Aug 18,Home,CHW,AL Central,W5-4,16,1,3,1,7,34,16,1.42,-2.45,W,1
Danny Salazar,2016,Aug 23,Away,OAK,AL West,L1-9,4,4,6,2,22,80,49,0.52,-3.67,L,0
Danny Salazar,2016,Aug 28,Away,TEX,AL West,L1-2,4,5.1,2,10,24,98,63,0.88,0.7,L,0
Danny Salazar,2016,Sep 4,Home,MIA,NL East,W6-5,6,5.2,1,11,24,102,67,1.01,2.07,W,1
Danny Salazar,2016,Sep 9,Away,MIN,AL Central,W5-4,4,4,3,4,19,76,48,0.76,-1.97,W,1
Carlos Carrasco,2016,Apr 6,Home,BOS,AL East,W7-6,99,5,4,5,23,96,63,0.84,-1.23,W,1
Carlos Carrasco,2016,Apr 13,Away,TBR,AL East,W4-1,6,8,1,8,28,93,59,0.8,2.86,W,1
Carlos Carrasco,2016,Apr 19,Home,SEA,AL West,W3-2,5,6.1,1,5,26,103,66,1.09,2.15,W,1
Carlos Carrasco,2016,Apr 24,Away,DET,AL Central,W6-3,4,2.2,0,2,8,21,17,0.91,1.42,W,1
Carlos Carrasco,2016,Jun 2,Home,KCR,AL Central,W5-4,38,5,3,2,23,78,50,1.11,-0.23,W,1
Carlos Carrasco,2016,Jun 8,Away,SEA,AL West,L0-5,5,6.2,4,6,26,99,63,0.64,0.19,L,0
Carlos Carrasco,2016,Jun 13,Away,KCR,AL Central,L1-2,4,6,2,8,27,103,71,0.85,1.11,L,0
Carlos Carrasco,2016,Jun 19,Home,CHW,AL Central,W3-2,5,7.1,2,6,29,100,62,1.16,1.71,W,1
Carlos Carrasco,2016,Jun 25,Away,DET,AL Central,W6-0,5,9,0,7,32,117,82,0.56,4.57,W,1
Carlos Carrasco,2016,Jun 30,Away,TOR,AL East,W4-1,4,7.1,1,14,26,113,77,1.01,2.45,W,1
Carlos Carrasco,2016,Jul 5,Home,DET,AL Central,W12-1,4,6,1,5,23,82,52,0.8,2.32,W,1
Carlos Carrasco,2016,Jul 10,Home,NYY,AL East,L7-11,4,3.2,1,4,20,81,54,0.98,-3.25,L,0
Carlos Carrasco,2016,Jul 15,Away,MIN,AL Central,W5-2,4,6.2,2,3,25,101,64,0.95,1.23,W,1
Carlos Carrasco,2016,Jul 20,Away,KCR,AL Central,W11-4,4,6,0,6,21,84,53,0.46,3.11,W,1
Carlos Carrasco,2016,Jul 27,Home,WSN,NL East,L1-4,6,6,3,5,24,105,69,1,0.32,L,0
Carlos Carrasco,2016,Aug 2,Home,MIN,AL Central,L6-10,5,3.2,8,1,22,92,60,0.63,-6.13,L,0
Carlos Carrasco,2016,Aug 7,Away,NYY,AL East,L2-3,4,7,3,9,28,96,63,0.63,0.67,L,0
Carlos Carrasco,2016,Aug 12,Home,LAA,AL West,W13-3,4,7,3,8,29,98,65,0.74,0.88,W,1
