"","ARIW","ATLW","BALW","BUFW","CARW","CHIW","CINW","CLEW","DALW","DENW","DETW","GBW","HOUW","INDW","JAXW","KCW","LACW","LARW","LVW","MIAW","MINW","NEW","NOW","NYGW","NYJW","PHIW","PITW","SEAW","SFW","TBBW","TENW","WASW","ARIL","ATLL","BALL","BUFL","CARL","CHIL","CINL","CLEL","DALL","DENL","DETL","GBL","HOUL","INDL","JAXL","KCL","LACL","LARL","LVL","MIAL","MINL","NEL","NOL","NYGL","NYJL","PHIL","PITL","SEAL","SFL","TBBL","TENL","WASL","ARIT","ATLT","BALT","BUFT","CART","CHIT","CINT","CLET","DALT","DENT","DETT","GBT","HOUT","INDT","JAXT","KCT","LACT","LART","LVT","MIAT","MINT","NET","NOT","NYGT","NYJT","PHIT","PITT","SEAT","SFT","TBBT","TENT","WAST","NFC1","NFC2","NFC3","NFC4","NFC5","NFC6","NFC7","AFC1","AFC2","AFC3","AFC4","AFC5","AFC6","AFC7","NFCWC1","NFCWC2","NFCWC3","AFCWC1","AFCWC2","AFCWC3","NFCD1","NFCD2","AFCD1","AFCD2","NFCC","AFCC","SB"
"1",9,5,7,15,5,9,5,11,11,8,4,8,3,9,8,14,12,7,8,11,13,9,7,8,3,9,10,7,9,12,7,8,8,12,10,2,12,8,12,6,6,9,13,9,13,7,9,3,5,10,9,6,4,8,10,9,14,8,7,10,8,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIN","TBB","DAL","SF","PHI","ARI","CHI","BUF","KC","CLE","IND","LAC","MIA","PIT","TBB","ARI","PHI","KC","CLE","IND","MIN","TBB","BUF","KC","TBB","BUF","TBB"
"2",6,5,12,11,3,8,6,9,13,10,6,9,2,8,7,9,10,10,8,10,11,7,7,8,5,9,11,10,12,12,10,7,11,12,5,6,14,9,11,8,4,7,11,8,14,8,10,8,7,7,9,7,6,10,10,9,12,8,6,7,5,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DAL","SF","TBB","MIN","LAR","SEA","GB","BAL","BUF","LAC","TEN","PIT","MIA","DEN","SF","TBB","LAR","DEN","MIA","TEN","LAR","SF","DEN","TEN","LAR","DEN","DEN"
"3",7,7,9,14,7,7,9,8,11,8,9,8,6,8,4,11,10,11,7,9,6,9,9,10,5,13,7,7,10,12,6,7,10,10,8,3,10,10,8,9,6,9,8,9,10,8,13,6,7,6,10,8,11,8,8,7,12,4,10,10,7,5,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","LAR","DET","DAL","NYG","SF","BUF","KC","BAL","IND","LAC","NE","CIN","SF","LAR","DET","KC","NE","IND","SF","LAR","BUF","KC","LAR","BUF","BUF"
"4",8,8,10,14,5,6,4,9,7,11,8,11,5,8,3,13,9,7,5,14,10,9,10,8,6,12,7,4,8,13,9,10,9,9,7,3,12,11,13,8,10,6,9,6,11,8,14,4,8,10,12,3,7,8,7,9,11,5,10,13,9,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","ARI","WAS","MIN","NO","BUF","KC","BAL","TEN","MIA","DEN","CLE","PHI","MIN","ARI","KC","BAL","TEN","TBB","PHI","BUF","KC","TBB","BUF","BUF"
"5",11,6,6,16,5,8,8,10,10,10,8,7,3,4,5,12,10,12,8,9,9,10,10,12,5,13,5,7,8,8,6,10,6,11,11,1,12,9,9,7,7,7,9,10,13,12,12,5,7,5,9,8,8,7,7,5,12,4,12,10,9,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","LAR","NO","MIN","NYG","ARI","WAS","BUF","KC","CLE","TEN","NE","LAC","DEN","LAR","NO","MIN","KC","LAC","NE","PHI","NO","BUF","KC","PHI","BUF","BUF"
"6",7,2,12,15,7,6,6,5,14,9,10,9,8,8,5,12,13,9,7,10,9,8,7,6,4,12,8,7,7,14,8,7,10,15,5,2,10,11,11,12,3,8,7,8,8,8,12,5,4,8,10,7,8,9,10,11,13,5,9,10,10,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","DAL","DET","LAR","PHI","MIN","GB","BUF","LAC","BAL","IND","KC","MIA","DEN","DAL","MIN","LAR","LAC","BAL","KC","MIN","DAL","BUF","BAL","DAL","BUF","BUF"
"7",9,3,7,13,5,5,4,11,9,7,8,11,3,7,6,12,9,11,8,11,8,11,9,9,5,10,8,6,11,14,11,10,8,14,10,4,12,12,13,6,8,10,9,6,13,9,11,5,8,6,9,6,9,6,8,8,12,7,9,11,6,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","SF","GB","WAS","LAR","PHI","NO","BUF","KC","TEN","CLE","MIA","NE","LAC","SF","GB","LAR","KC","NE","CLE","TBB","SF","NE","KC","SF","KC","KC"
"8",6,4,10,14,5,6,3,9,10,11,9,11,2,9,8,11,12,8,9,11,9,11,7,9,4,13,8,8,8,14,5,7,11,13,7,3,12,11,14,8,7,6,8,6,14,7,9,6,5,9,8,6,8,6,10,8,13,4,9,9,9,3,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","LAR","DAL","DET","MIN","BUF","LAC","BAL","IND","MIA","KC","DEN","PHI","GB","LAR","LAC","BAL","MIA","TBB","PHI","MIA","BAL","PHI","MIA","MIA"
"9",9,8,8,12,5,7,8,6,8,8,7,5,5,6,8,10,11,14,4,15,8,10,7,10,4,12,9,8,9,11,10,9,8,9,9,5,12,10,9,11,9,9,10,12,11,10,9,7,6,3,13,2,9,7,10,7,13,5,8,9,8,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","PHI","TBB","MIN","NYG","SF","ARI","MIA","LAC","TEN","PIT","BUF","NE","KC","PHI","TBB","MIN","KC","TEN","BUF","LAR","PHI","MIA","BUF","LAR","MIA","MIA"
"10",6,3,7,15,8,4,10,8,11,12,4,10,7,6,7,13,9,8,7,11,10,10,10,9,4,11,8,7,10,15,4,7,11,14,10,2,9,13,7,9,6,5,13,7,9,10,10,4,8,9,10,6,7,7,7,8,13,6,9,10,7,2,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","SF","MIN","DAL","GB","NO","BUF","KC","CIN","HOU","DEN","MIA","NE","NO","GB","DAL","KC","MIA","HOU","TBB","GB","BUF","KC","GB","BUF","GB"
"11",7,10,8,14,3,9,6,8,8,10,7,13,4,10,10,13,11,9,5,11,9,7,8,4,8,15,4,7,8,14,4,7,10,7,9,3,14,8,11,9,9,7,10,4,12,6,7,4,6,8,12,6,8,10,9,13,9,2,13,10,9,3,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","GB","LAR","ATL","MIN","CHI","BUF","KC","IND","BAL","LAC","MIA","JAX","TBB","GB","LAR","KC","IND","LAC","LAR","TBB","BUF","KC","LAR","BUF","BUF"
"12",8,6,11,13,5,4,8,8,8,9,6,13,3,8,7,14,6,10,5,13,7,10,7,11,5,13,8,8,11,11,9,6,9,11,6,4,12,13,9,9,9,8,11,4,13,8,10,3,11,7,12,4,10,7,10,6,12,4,9,9,6,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","GB","TBB","SF","NYG","LAR","ARI","KC","BUF","BAL","TEN","MIA","NE","DEN","GB","TBB","NYG","DEN","BAL","MIA","PHI","GB","KC","MIA","GB","KC","KC"
"13",9,4,9,13,7,7,9,6,9,12,5,10,6,4,6,13,10,8,8,12,8,10,9,9,7,13,7,8,9,12,5,7,8,13,8,4,10,10,8,11,8,5,12,7,10,12,11,4,7,9,9,5,9,7,8,8,10,4,10,9,8,5,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","GB","SF","NO","NYG","DAL","BUF","KC","BAL","HOU","MIA","DEN","LAC","TBB","GB","NO","LAC","BAL","MIA","PHI","TBB","BUF","MIA","PHI","BUF","BUF"
"14",10,1,10,12,7,8,8,10,8,9,9,10,3,6,8,14,13,8,11,10,10,8,9,8,6,10,6,7,4,15,4,9,7,16,7,5,10,9,9,7,9,8,8,7,13,10,9,3,4,9,6,7,7,9,8,9,11,7,11,10,13,2,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","MIN","ARI","GB","WAS","NO","KC","BUF","BAL","JAX","LAC","LV","MIA","PHI","MIN","GB","BUF","BAL","JAX","TBB","PHI","KC","BUF","TBB","BUF","BUF"
"15",11,3,9,13,6,9,6,12,9,9,5,10,2,6,7,11,5,8,9,8,11,10,8,11,6,14,7,12,9,11,6,8,6,14,8,4,11,8,11,5,8,8,12,7,14,10,10,6,12,9,8,9,6,7,9,6,11,3,10,5,8,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","SEA","MIN","TBB","ARI","NYG","GB","BUF","CLE","KC","JAX","NE","BAL","LV","GB","NYG","TBB","CLE","KC","NE","PHI","TBB","BUF","KC","PHI","BUF","BUF"
"16",8,4,12,9,8,7,6,8,5,6,6,10,6,5,11,13,7,8,8,14,10,7,5,11,4,13,10,9,10,13,8,10,9,13,5,8,9,10,11,9,12,11,11,7,10,11,6,4,10,9,9,3,7,10,12,6,13,4,7,8,7,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","SF","MIN","NYG","GB","WAS","MIA","KC","BAL","JAX","PIT","BUF","CLE","TBB","SF","MIN","KC","BUF","PIT","MIN","TBB","BUF","KC","TBB","KC","KC"
"17",7,4,11,13,6,6,7,9,10,10,7,8,7,10,6,14,9,11,6,9,9,6,7,11,3,13,8,6,12,14,6,6,10,13,6,4,11,11,10,8,7,7,10,9,9,6,11,3,8,6,11,8,8,11,10,6,14,4,9,11,5,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","SF","MIN","NYG","LAR","DAL","KC","BUF","BAL","IND","DEN","MIA","LAC","DAL","LAR","MIN","BUF","BAL","IND","TBB","MIN","KC","BAL","TBB","KC","KC"
"18",10,10,6,11,4,5,10,9,6,3,9,11,8,6,10,9,9,8,5,13,9,8,6,11,7,13,11,8,10,13,8,5,7,7,11,6,13,12,7,8,11,14,8,6,8,10,7,8,8,9,12,4,8,9,11,6,10,4,6,9,7,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","SF","NYG","ATL","ARI","MIA","PIT","JAX","LAC","BUF","CIN","CLE","PHI","GB","NYG","PIT","JAX","LAC","NYG","PHI","LAC","PIT","PHI","LAC","PHI"
"19",9,3,11,15,7,8,6,8,9,10,7,9,3,6,11,13,9,5,4,13,9,5,10,12,3,12,7,8,5,16,9,9,8,14,6,2,10,9,11,9,8,7,10,8,13,10,6,4,8,12,13,4,8,12,7,5,14,5,10,9,12,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","NYG","ARI","GB","PHI","NO","WAS","BUF","KC","JAX","BAL","MIA","DEN","TEN","NYG","NO","PHI","KC","DEN","MIA","TBB","PHI","BUF","KC","TBB","BUF","BUF"
"20",12,4,10,13,2,11,9,9,6,8,7,11,5,10,5,12,11,13,5,7,7,7,8,8,8,12,8,5,9,15,6,8,5,13,7,4,15,6,8,8,11,9,10,6,11,6,12,5,6,4,12,10,10,10,9,9,9,5,9,12,8,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","LAR","PHI","GB","ARI","CHI","SF","BUF","KC","IND","BAL","LAC","CIN","CLE","SF","PHI","GB","KC","IND","LAC","TBB","GB","BUF","KC","GB","BUF","GB"
"21",10,5,6,12,5,8,5,10,9,7,8,11,3,11,9,10,10,10,8,11,11,9,9,10,4,11,8,4,13,11,7,6,7,12,11,5,12,9,12,7,8,10,9,6,13,5,8,7,7,7,9,6,6,8,8,7,13,6,9,13,4,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF","TBB","PHI","MIN","GB","LAR","ARI","BUF","IND","CLE","KC","MIA","LAC","JAX","TBB","PHI","MIN","JAX","CLE","KC","SF","TBB","BUF","KC","SF","BUF","BUF"
"22",8,5,10,11,7,8,8,9,9,8,4,10,3,5,11,12,7,10,8,12,11,9,7,10,5,11,8,10,11,11,7,6,9,12,7,6,10,9,9,8,8,9,13,7,13,11,6,5,10,7,9,5,6,8,10,7,12,6,9,7,6,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","MIN","TBB","SF","LAR","GB","SEA","KC","MIA","JAX","BAL","BUF","CLE","NE","MIN","TBB","LAR","MIA","CLE","BUF","PHI","TBB","KC","BUF","TBB","BUF","BUF"
"23",8,5,6,14,5,8,8,9,6,10,8,12,2,7,10,15,11,10,7,11,12,8,9,11,4,11,6,4,7,11,7,9,9,12,11,3,12,9,9,8,11,7,9,5,14,9,7,2,6,7,10,6,5,9,8,6,13,6,11,13,10,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIN","TBB","NYG","LAR","GB","PHI","NO","KC","BUF","JAX","CLE","LAC","MIA","DEN","TBB","PHI","GB","BUF","MIA","LAC","MIN","TBB","MIA","LAC","TBB","MIA","TBB"
"24",8,6,12,14,6,7,5,8,11,7,13,11,5,6,8,12,7,7,7,9,8,6,9,8,4,12,10,6,11,12,8,8,9,11,5,3,11,10,12,9,6,10,4,6,11,10,9,5,10,10,10,8,9,11,8,9,13,5,7,11,6,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DET","PHI","TBB","SF","GB","DAL","NO","BUF","KC","BAL","JAX","PIT","MIA","CLE","PHI","DAL","GB","KC","MIA","PIT","DAL","PHI","BUF","PIT","PHI","PIT","PHI"
"25",9,3,8,15,3,10,7,12,12,10,7,10,3,7,5,9,13,8,7,9,11,8,8,9,4,12,8,6,13,13,10,2,8,14,9,2,14,7,10,5,5,7,10,7,13,9,12,8,4,9,10,8,6,9,9,8,13,5,9,11,4,4,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF","TBB","PHI","MIN","DAL","CHI","GB","BUF","LAC","CLE","TEN","DEN","KC","MIA","TBB","PHI","MIN","MIA","CLE","TEN","SF","TBB","BUF","CLE","TBB","BUF","TBB"
"26",11,1,11,13,6,6,7,7,11,9,9,9,5,7,9,10,10,8,9,13,12,5,9,8,4,8,9,7,7,14,6,11,6,16,6,4,11,11,10,10,6,8,8,8,11,9,8,7,7,9,8,4,5,12,8,9,13,9,8,10,10,3,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","MIN","ARI","WAS","DAL","GB","DET","MIA","BAL","LAC","JAX","BUF","KC","LV","MIN","ARI","WAS","BAL","KC","BUF","TBB","ARI","MIA","BUF","TBB","MIA","TBB"
"27",5,3,9,15,6,7,6,6,11,9,7,9,4,7,6,14,9,10,5,13,10,9,10,10,1,12,10,11,11,12,8,6,12,14,8,2,11,10,11,11,6,8,10,8,12,9,11,3,8,7,12,4,7,8,7,7,16,5,7,6,6,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","SEA","MIN","SF","DAL","LAR","BUF","KC","PIT","TEN","MIA","NE","BAL","TBB","DAL","MIN","KC","PIT","MIA","PHI","TBB","BUF","PIT","TBB","BUF","TBB"
"28",8,3,11,11,5,6,10,8,8,12,8,15,6,7,5,8,8,7,10,10,7,7,7,10,6,13,8,9,10,12,6,10,9,14,6,6,12,11,7,9,9,5,9,2,10,9,12,9,9,10,7,7,10,10,10,7,11,4,9,8,7,5,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB","PHI","TBB","SF","WAS","NYG","SEA","DEN","BAL","BUF","IND","MIA","CIN","LV","PHI","TBB","SF","BAL","CIN","MIA","GB","TBB","DEN","BAL","TBB","BAL","TBB"
"29",3,3,12,15,10,3,7,11,7,12,10,12,7,5,5,9,12,11,6,10,9,7,6,11,7,12,6,4,12,13,7,7,14,14,5,2,7,14,10,6,10,5,7,5,9,11,12,8,5,6,11,7,8,10,11,6,10,5,11,13,5,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","GB","PHI","SF","NYG","LAR","DET","BUF","BAL","DEN","HOU","LAC","CLE","MIA","GB","PHI","NYG","BAL","DEN","LAC","TBB","GB","BUF","DEN","TBB","BUF","TBB"
"30",3,5,10,12,8,10,7,9,9,10,8,7,6,7,8,12,10,11,6,13,11,8,8,8,4,10,10,7,8,14,6,6,14,12,7,5,9,7,10,8,8,7,9,10,10,9,9,5,7,6,11,4,6,9,9,9,13,7,7,10,9,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","LAR","MIN","PHI","CHI","DAL","DET","MIA","KC","BAL","JAX","BUF","DEN","LAC","LAR","MIN","PHI","KC","DEN","BUF","PHI","LAR","MIA","BUF","PHI","BUF","PHI"
"31",8,5,8,13,5,8,7,9,10,11,8,9,1,9,7,12,10,8,6,11,6,9,10,9,7,10,7,7,9,15,9,8,9,12,9,4,12,9,10,8,7,6,9,8,15,7,10,5,7,9,11,6,11,8,7,8,10,7,10,10,8,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","DAL","SF","GB","NO","PHI","NYG","BUF","KC","IND","CLE","MIA","DEN","LAC","DAL","SF","NO","KC","DEN","CLE","TBB","DAL","BUF","KC","TBB","KC","TBB"
"32",12,4,12,13,4,5,8,6,8,10,9,11,5,6,5,12,8,11,8,11,8,5,10,11,5,12,6,5,11,11,9,10,5,13,5,4,13,12,9,11,9,7,8,6,11,10,12,5,9,6,9,6,9,12,7,6,12,5,11,12,6,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARI","PHI","TBB","GB","LAR","SF","NYG","BUF","BAL","KC","TEN","MIA","DEN","CIN","PHI","TBB","GB","BAL","KC","TEN","ARI","PHI","BUF","BAL","ARI","BUF","BUF"
"33",8,6,12,14,8,7,2,9,10,8,11,4,4,6,5,15,9,11,8,9,9,7,8,11,7,10,6,6,7,16,8,10,9,11,5,3,9,10,15,8,7,9,6,13,12,10,12,2,8,6,9,8,8,10,9,6,10,7,11,11,10,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","NYG","LAR","DET","WAS","PHI","DAL","KC","BUF","BAL","TEN","CLE","LAC","MIA","NYG","LAR","DET","BUF","BAL","TEN","TBB","NYG","KC","BAL","TBB","KC","TBB"
"34",7,6,11,13,5,6,6,11,9,10,8,9,4,8,10,13,5,7,4,16,9,7,8,10,7,11,6,6,12,12,6,9,10,11,6,4,12,11,11,6,8,7,9,8,12,8,7,4,12,10,13,1,8,10,9,7,10,6,11,11,5,5,11,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","SF","PHI","MIN","NYG","GB","WAS","MIA","KC","BAL","JAX","BUF","CLE","DEN","WAS","PHI","MIN","KC","BAL","BUF","TBB","PHI","MIA","KC","TBB","MIA","TBB"
"35",11,2,9,15,9,7,3,12,13,10,8,7,4,7,6,14,8,8,5,10,9,8,8,12,7,11,8,7,7,12,5,9,6,15,8,2,8,10,14,5,4,7,9,10,12,9,11,3,9,9,12,7,8,9,9,5,10,6,9,10,10,5,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DAL","TBB","ARI","MIN","NYG","PHI","WAS","BUF","KC","CLE","IND","MIA","DEN","BAL","TBB","ARI","MIN","BAL","DEN","IND","DAL","TBB","BUF","DEN","TBB","BUF","BUF"
"36",8,4,7,13,7,7,7,10,12,7,5,10,6,5,6,14,11,9,5,10,8,10,8,8,5,12,8,9,9,15,10,6,9,13,10,4,10,10,10,7,5,10,12,7,10,11,11,3,6,8,12,7,9,7,9,9,12,5,9,8,8,2,7,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","LAR","DAL","SF","SEA","KC","BUF","CLE","TEN","LAC","MIA","NE","SEA","SF","DAL","BUF","CLE","TEN","TBB","SF","KC","BUF","TBB","KC","TBB"
"37",7,5,8,14,5,10,8,11,8,11,5,9,4,8,11,14,9,10,8,12,9,11,13,9,2,12,6,3,9,9,4,7,10,12,9,3,12,7,9,6,9,6,12,8,12,8,6,3,8,7,9,5,8,6,4,8,15,5,11,14,8,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","PHI","CHI","LAR","SF","TBB","MIN","KC","BUF","JAX","CLE","MIA","NE","DEN","PHI","TBB","LAR","BUF","JAX","MIA","TBB","PHI","KC","BUF","PHI","KC","PHI"
"38",9,6,11,10,8,8,7,8,12,7,8,11,7,7,3,13,9,8,9,9,10,8,9,9,6,14,8,4,8,14,5,6,8,11,6,7,9,9,10,9,5,10,9,6,9,9,14,4,8,9,8,8,7,9,8,8,11,3,9,13,9,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","ARI","DAL","MIN","NYG","KC","BAL","BUF","IND","MIA","LAC","LV","PHI","GB","ARI","BAL","LAC","IND","TBB","PHI","LAC","BAL","TBB","BAL","TBB"
"39",10,4,10,13,6,10,9,10,10,9,6,8,2,7,8,12,11,8,8,9,8,9,9,8,7,13,7,5,10,13,3,9,7,13,7,4,11,7,8,7,7,8,11,9,14,9,9,5,6,9,9,8,9,8,8,9,10,4,10,12,7,4,14,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","CHI","ARI","SF","DAL","NO","BUF","KC","BAL","JAX","LAC","CLE","MIA","NO","DAL","SF","KC","CLE","LAC","TBB","SF","BUF","LAC","TBB","BUF","TBB"
"40",10,6,13,13,4,5,6,7,11,9,8,9,5,8,7,9,13,9,8,12,7,8,10,3,7,15,7,6,7,14,6,9,7,11,4,4,13,12,11,10,6,8,9,8,11,8,10,8,4,8,9,5,10,9,7,14,10,2,10,11,10,3,11,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","ARI","GB","DAL","NO","LAR","BAL","BUF","LAC","IND","MIA","KC","DEN","LAR","NO","DAL","DEN","KC","IND","PHI","DAL","BAL","KC","PHI","BAL","BAL"
"41",10,3,8,14,5,7,11,10,10,8,11,8,3,6,7,11,6,8,9,10,9,10,7,8,6,15,7,9,11,12,6,6,7,14,9,3,12,10,6,7,7,9,6,9,13,10,10,6,11,9,8,7,8,7,10,9,11,2,10,8,6,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","SF","DET","DAL","ARI","SEA","BUF","CIN","KC","JAX","CLE","MIA","NE","TBB","SF","DET","CIN","KC","CLE","PHI","TBB","BUF","KC","TBB","BUF","BUF"
"42",6,2,8,14,5,7,4,6,10,8,5,12,7,4,9,12,8,10,11,10,9,12,10,6,6,12,9,9,8,16,7,9,11,15,9,3,12,10,13,11,7,9,12,5,9,12,8,5,9,7,6,7,8,5,7,11,11,5,8,8,9,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","LAR","DAL","NO","SEA","BUF","KC","PIT","JAX","NE","LV","MIA","SEA","GB","DAL","KC","LV","NE","TBB","GB","LV","KC","TBB","KC","TBB"
"43",6,8,7,12,6,7,7,9,11,8,6,9,5,11,9,11,6,10,5,6,11,12,11,11,2,10,7,7,13,13,5,10,11,9,10,5,11,10,10,8,6,9,11,8,11,5,8,6,11,7,12,11,6,5,6,6,15,7,10,10,4,4,12,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","SF","MIN","DAL","NYG","NO","LAR","BUF","IND","KC","CLE","NE","JAX","DEN","LAR","MIN","DAL","IND","JAX","CLE","LAR","DAL","JAX","IND","DAL","IND","DAL"
"44",8,2,8,16,5,9,7,13,10,11,7,10,2,10,6,12,8,7,8,12,9,8,8,10,2,7,10,10,8,14,10,4,9,15,9,1,12,8,10,4,7,6,10,7,14,6,11,5,9,10,9,5,8,9,9,7,15,10,7,7,9,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","DAL","GB","SEA","NYG","CHI","MIN","BUF","CLE","KC","IND","MIA","DEN","TEN","DAL","GB","NYG","CLE","KC","MIA","TBB","GB","BUF","KC","TBB","BUF","BUF"
"45",14,3,12,10,3,7,8,5,11,10,7,10,6,7,9,10,9,9,5,13,10,7,10,8,4,9,13,7,8,11,6,10,3,14,5,7,14,10,9,12,6,7,10,7,10,9,8,7,8,8,12,4,7,10,7,9,13,8,4,10,9,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARI","TBB","DAL","GB","WAS","MIN","NO","MIA","PIT","DEN","JAX","BAL","BUF","KC","TBB","MIN","GB","PIT","BUF","BAL","MIN","TBB","BUF","PIT","TBB","PIT","TBB"
